Row,Type,Size,Charge,Mass,m/z,RT
N_Cluster_1411,2D PEAK CLUSTER,2,1,359.184575358,358.177298891,9.88185172960
N_Cluster_1412,2D PEAK CLUSTER,2,1,359.184630430,358.177353963,10.0477520802
N_Cluster_1413,2D PEAK CLUSTER,2,1,359.210084518,358.202808051,9.89352406198
N_Cluster_1414,2D PEAK CLUSTER,2,1,360.055743648,359.048467181,1.77952991414
N_Cluster_1415,2D PEAK CLUSTER,2,1,360.082520460,359.075243994,3.65107834099
N_Cluster_1416,2D PEAK CLUSTER,2,1,360.105866520,359.098590054,3.10777320731
N_Cluster_1417,2D PEAK CLUSTER,2,1,360.116082897,359.108806430,7.76219353570
N_Cluster_1418,2D PEAK CLUSTER,2,1,360.132281006,359.125004540,5.21386145719
N_Cluster_1419,2D PEAK CLUSTER,2,1,360.132960155,359.125683688,5.68992540403
N_Cluster_1420,2D PEAK CLUSTER,2,1,360.141533319,359.134256852,3.47166858643
N_Cluster_1421,2D PEAK CLUSTER,2,1,360.192399874,359.185123407,9.34905312139
N_Cluster_1422,2D PEAK CLUSTER,2,1,360.209306982,359.202030515,4.51326310509
N_Cluster_1423,2D PEAK CLUSTER,2,1,360.215364354,359.208087887,4.94046921070
N_Cluster_1424,2D PEAK CLUSTER,2,1,360.230804233,359.223527766,10.2363647040
N_Cluster_1425,2D PEAK CLUSTER,2,1,361.283425153,360.276148686,8.19210389118
N_Cluster_1426,2D PEAK CLUSTER,2,1,361.283413888,360.276137422,8.31651508161
N_Cluster_1427,2D PEAK CLUSTER,2,1,362.096869417,361.089592950,1.94558717215
N_Cluster_1428,2D PEAK CLUSTER,2,1,362.119660015,361.112383549,3.83132169290
N_Cluster_1429,2D PEAK CLUSTER,2,1,362.100942454,361.093665987,4.11548455079
N_Cluster_1430,2D PEAK CLUSTER,2,1,362.121821170,361.114544704,2.81322795852
N_Cluster_1431,2D PEAK CLUSTER,2,1,362.146640291,361.139363824,4.14455054489
N_Cluster_1432,2D PEAK CLUSTER,2,1,362.147137991,361.139861525,4.23356413544
N_Cluster_1433,2D PEAK CLUSTER,2,1,362.158731013,361.151454546,4.83679094418
N_Cluster_1434,2D PEAK CLUSTER,3,1,362.171062638,361.163786171,7.93670915158
N_Cluster_1435,2D PEAK CLUSTER,2,1,362.170722534,361.163446067,8.08593872412
N_Cluster_1436,2D PEAK CLUSTER,2,1,362.171240124,361.163963657,8.46007845843
N_Cluster_1437,2D PEAK CLUSTER,2,1,362.170752884,361.163476417,8.67492201786
N_Cluster_1438,2D PEAK CLUSTER,2,1,362.194965013,361.187688546,5.22310607457
N_Cluster_1439,2D PEAK CLUSTER,2,1,362.207651010,361.200374543,9.02880935782
N_Cluster_1440,2D PEAK CLUSTER,2,1,362.207184314,361.199907847,9.23908987021
N_Cluster_1441,2D PEAK CLUSTER,2,1,362.207591032,361.200314565,9.84153210285
N_Cluster_1442,2D PEAK CLUSTER,2,1,362.230913604,361.223637137,7.49589970555
N_Cluster_1443,2D PEAK CLUSTER,2,1,362.857079404,361.849802938,1.13656608121
N_Cluster_1444,2D PEAK CLUSTER,2,1,363.058340099,362.051063632,1.83465858057
N_Cluster_1445,2D PEAK CLUSTER,3,1,363.299092685,362.291816218,8.65679386431
N_Cluster_1446,2D PEAK CLUSTER,2,1,364.004703605,362.997427138,1.49748188737
N_Cluster_1447,2D PEAK CLUSTER,2,1,364.083120532,363.075844066,4.29341584699
N_Cluster_1448,2D PEAK CLUSTER,2,1,364.158282063,363.151005596,1.43736716984
N_Cluster_1449,2D PEAK CLUSTER,2,1,364.156852004,363.149575537,1.96089311283
N_Cluster_1450,2D PEAK CLUSTER,2,1,364.210338127,363.203061661,5.55088309639
N_Cluster_1451,2D PEAK CLUSTER,3,1,364.210139470,363.202863003,5.94803305527
N_Cluster_1452,2D PEAK CLUSTER,2,1,364.223419688,363.216143222,9.32070391411
N_Cluster_1453,2D PEAK CLUSTER,2,1,364.223123418,363.215846951,9.53541676009
N_Cluster_1454,2D PEAK CLUSTER,2,1,364.246914106,363.239637639,9.31818638224
N_Cluster_1455,2D PEAK CLUSTER,2,1,365.132545614,364.125269147,2.86131754929
N_Cluster_1456,2D PEAK CLUSTER,2,1,365.224330600,364.217054134,7.68189412684
N_Cluster_1457,2D PEAK CLUSTER,3,1,366.095498242,365.088221776,4.94401951255
N_Cluster_1458,2D PEAK CLUSTER,2,1,366.153963809,365.146687342,3.60604978841
N_Cluster_1459,2D PEAK CLUSTER,2,1,366.148072211,365.140795744,9.42091541920
N_Cluster_1460,2D PEAK CLUSTER,2,1,366.153300780,365.146024313,4.80296562203
N_Cluster_1461,2D PEAK CLUSTER,2,1,366.153196601,365.145920134,5.13733348228
N_Cluster_1462,2D PEAK CLUSTER,2,1,366.171505363,365.164228896,8.16509559415
N_Cluster_1463,2D PEAK CLUSTER,2,1,366.188799228,365.181522761,4.19201307568
N_Cluster_1464,2D PEAK CLUSTER,2,1,366.189236090,365.181959624,4.47251812670
N_Cluster_1465,2D PEAK CLUSTER,2,1,366.225379624,365.218103157,7.17825863306
N_Cluster_1466,2D PEAK CLUSTER,2,1,366.238736902,365.231460435,9.86391308802
N_Cluster_1467,2D PEAK CLUSTER,2,1,366.240842043,365.233565576,8.74745933322
N_Cluster_1468,2D PEAK CLUSTER,2,1,366.241207647,365.233931180,10.4474291301
N_Cluster_1469,2D PEAK CLUSTER,2,1,366.243323439,365.236046972,11.3648170783
N_Cluster_1470,2D PEAK CLUSTER,2,1,366.277022801,365.269746334,10.7123541725
N_Cluster_1471,2D PEAK CLUSTER,2,1,367.090403051,366.083126584,2.87594537400
N_Cluster_1472,2D PEAK CLUSTER,2,1,368.072394128,367.065117661,2.73726782078
N_Cluster_1473,2D PEAK CLUSTER,3,1,368.110954525,367.103678059,3.82014347945
N_Cluster_1474,2D PEAK CLUSTER,2,1,368.110861180,367.103584713,4.51960176727
N_Cluster_1475,2D PEAK CLUSTER,2,1,368.120897580,367.113621113,4.31198799400
N_Cluster_1476,2D PEAK CLUSTER,2,1,368.147339248,367.140062781,5.85837580906
N_Cluster_1477,2D PEAK CLUSTER,2,1,368.169964114,367.162687647,3.65894858323
N_Cluster_1478,2D PEAK CLUSTER,2,1,368.165926173,367.158649707,11.8136454817
N_Cluster_1479,2D PEAK CLUSTER,2,1,368.195485867,367.188209401,8.87751769770
N_Cluster_1480,2D PEAK CLUSTER,2,1,368.195407110,367.188130644,8.98705347195
N_Cluster_1481,2D PEAK CLUSTER,2,1,368.204778033,367.197501566,4.47339042539
N_Cluster_1482,2D PEAK CLUSTER,2,1,368.220430350,367.213153883,7.95199527851
N_Cluster_1483,2D PEAK CLUSTER,2,1,368.254481026,367.247204559,10.4366714415
N_Cluster_1484,2D PEAK CLUSTER,2,1,368.271919115,367.264642648,11.6128026005
N_Cluster_1485,2D PEAK CLUSTER,2,1,369.106129014,368.098852547,4.23818313312
N_Cluster_1486,2D PEAK CLUSTER,2,1,369.106563678,368.099287211,2.93580184070
N_Cluster_1487,2D PEAK CLUSTER,2,1,369.142996444,368.135719977,4.75985213493
N_Cluster_1488,2D PEAK CLUSTER,2,1,370.014954803,369.007678336,2.35148584784
N_Cluster_1489,2D PEAK CLUSTER,2,1,370.071596195,369.064319729,7.76130747371
N_Cluster_1490,2D PEAK CLUSTER,2,1,372.085464713,371.078188246,4.69967845043
N_Cluster_1491,2D PEAK CLUSTER,2,1,372.105624322,371.098347855,3.67095514565
N_Cluster_1492,2D PEAK CLUSTER,2,1,372.105616699,371.098340232,3.86324144507
N_Cluster_1493,2D PEAK CLUSTER,4,1,372.105851874,371.098575407,4.42717874467
N_Cluster_1494,2D PEAK CLUSTER,2,1,372.142615849,371.135339382,5.46797465318
N_Cluster_1495,2D PEAK CLUSTER,2,1,372.131147321,371.123870854,5.73316440235
N_Cluster_1496,2D PEAK CLUSTER,3,1,372.121209284,371.113932817,6.22328858670
N_Cluster_1497,2D PEAK CLUSTER,3,1,372.121083272,371.113806805,6.32722453819
N_Cluster_1498,2D PEAK CLUSTER,2,1,372.118123224,371.110846757,8.93253855495
N_Cluster_1499,2D PEAK CLUSTER,2,1,372.126915435,371.119638968,1.32489366877
N_Cluster_1500,2D PEAK CLUSTER,2,1,372.142490252,371.135213786,5.17890523458
N_Cluster_1501,2D PEAK CLUSTER,2,1,372.214830888,371.207554421,5.51888194565
N_Cluster_1502,2D PEAK CLUSTER,2,1,372.251758288,371.244481821,7.61820621839
N_Cluster_1503,2D PEAK CLUSTER,4,1,373.101349679,372.094073212,4.08613538279
N_Cluster_1504,2D PEAK CLUSTER,2,1,373.112369156,372.105092690,1.89184187072
N_Cluster_1505,2D PEAK CLUSTER,2,1,373.221652971,372.214376504,4.25901493315
N_Cluster_1506,2D PEAK CLUSTER,2,1,374.088701428,373.081424962,3.90168419191
N_Cluster_1507,2D PEAK CLUSTER,2,1,374.101224379,373.093947912,4.27325340586
N_Cluster_1508,2D PEAK CLUSTER,2,1,374.104102255,373.096825788,4.90076444346
N_Cluster_1509,2D PEAK CLUSTER,3,1,374.142463649,373.135187182,1.32383441930
N_Cluster_1510,2D PEAK CLUSTER,2,1,374.148218051,373.140941584,4.94515519459
N_Cluster_1511,2D PEAK CLUSTER,2,1,374.137139125,373.129862658,5.68596216779
N_Cluster_1512,2D PEAK CLUSTER,2,1,374.148179990,373.140903523,4.73598691652
N_Cluster_1513,2D PEAK CLUSTER,2,1,374.157010106,373.149733639,3.98180674329
N_Cluster_1514,2D PEAK CLUSTER,2,1,374.171704277,373.164427810,7.79361190838
N_Cluster_1515,2D PEAK CLUSTER,2,1,374.194451755,373.187175288,4.90076964033
N_Cluster_1516,2D PEAK CLUSTER,2,1,374.194492846,373.187216380,5.34619559490
N_Cluster_1517,2D PEAK CLUSTER,2,1,374.194512232,373.187235765,6.04355526159
N_Cluster_1518,2D PEAK CLUSTER,3,1,374.209998029,373.202721562,10.1232732064
N_Cluster_1519,2D PEAK CLUSTER,3,1,374.209786420,373.202509953,10.4150325729
N_Cluster_1520,2D PEAK CLUSTER,2,1,374.282621532,373.275345066,12.8311942546
N_Cluster_1521,2D PEAK CLUSTER,2,1,374.965716248,373.958439781,3.11646913847
N_Cluster_1522,2D PEAK CLUSTER,2,1,375.002712811,373.995436344,1.47272011363
N_Cluster_1523,2D PEAK CLUSTER,2,1,375.299104211,374.291827744,9.17893857840
N_Cluster_1524,2D PEAK CLUSTER,3,1,376.064155889,375.056879422,3.11517205714
N_Cluster_1525,2D PEAK CLUSTER,2,1,376.077096402,375.069819935,3.69948673734
N_Cluster_1526,2D PEAK CLUSTER,2,1,376.137064184,375.129787717,2.48438999964
N_Cluster_1527,2D PEAK CLUSTER,2,1,376.174017786,375.166741319,5.63565977758
N_Cluster_1528,2D PEAK CLUSTER,2,1,376.192740871,375.185464405,7.12835264667
N_Cluster_1529,2D PEAK CLUSTER,2,1,376.186620254,375.179343787,7.50165281182
N_Cluster_1530,2D PEAK CLUSTER,2,1,376.210037928,375.202761461,5.80041308350
N_Cluster_1531,2D PEAK CLUSTER,2,1,376.210341556,375.203065090,6.49839680812
N_Cluster_1532,2D PEAK CLUSTER,2,1,377.049559341,376.042282874,7.41945158057
N_Cluster_1533,2D PEAK CLUSTER,2,1,378.068130359,377.060853892,7.83370905430
N_Cluster_1534,2D PEAK CLUSTER,2,1,378.093315385,377.086038918,1.30473576520
N_Cluster_1535,2D PEAK CLUSTER,2,1,378.150228020,377.142951553,11.0482780518
N_Cluster_1536,2D PEAK CLUSTER,2,1,378.149813319,377.142536852,11.5131506372
N_Cluster_1537,2D PEAK CLUSTER,2,1,378.142448456,377.135171989,2.49156109076
N_Cluster_1538,2D PEAK CLUSTER,2,1,378.167665411,377.160388944,7.23149383809
N_Cluster_1539,2D PEAK CLUSTER,2,1,378.190683616,377.183407149,4.30287537445
N_Cluster_1540,2D PEAK CLUSTER,2,1,378.189047889,377.181771422,4.42889701263
N_Cluster_1541,2D PEAK CLUSTER,2,1,378.189140466,377.181864000,4.65353371822
N_Cluster_1542,2D PEAK CLUSTER,2,1,378.201897722,377.194621255,8.70743373258
N_Cluster_1543,2D PEAK CLUSTER,2,1,378.202305965,377.195029498,9.12782938494
N_Cluster_1544,2D PEAK CLUSTER,2,1,378.202009500,377.194733033,7.13453493023
N_Cluster_1545,2D PEAK CLUSTER,2,1,378.202026885,377.194750419,7.78445012379
N_Cluster_1546,2D PEAK CLUSTER,2,1,378.202096691,377.194820224,7.98941820762
N_Cluster_1547,2D PEAK CLUSTER,2,1,378.201987428,377.194710961,8.13164617784
N_Cluster_1548,2D PEAK CLUSTER,3,1,378.225683843,377.218407376,5.43840910289
N_Cluster_1549,2D PEAK CLUSTER,3,1,378.225740686,377.218464219,5.63281380529
N_Cluster_1550,2D PEAK CLUSTER,2,1,378.226006665,377.218730198,6.36513443412
N_Cluster_1551,2D PEAK CLUSTER,2,1,378.996687938,377.989411472,1.43213711587
N_Cluster_1552,2D PEAK CLUSTER,2,1,379.273003291,378.265726824,6.73373032189
N_Cluster_1553,2D PEAK CLUSTER,2,1,380.042045271,379.034768804,3.26907541348
N_Cluster_1554,2D PEAK CLUSTER,2,1,380.051931905,379.044655438,6.75374085042
N_Cluster_1555,2D PEAK CLUSTER,2,1,380.060287843,379.053011376,4.90790937119
N_Cluster_1556,2D PEAK CLUSTER,2,1,380.067528446,379.060251979,3.42055107538
N_Cluster_1557,2D PEAK CLUSTER,2,1,380.090241334,379.082964867,1.30454149354
N_Cluster_1558,2D PEAK CLUSTER,2,1,380.108693606,379.101417139,1.25787449855
N_Cluster_1559,2D PEAK CLUSTER,2,1,380.165868596,379.158592130,11.4899777347
N_Cluster_1560,2D PEAK CLUSTER,2,1,380.168520419,379.161243953,4.46866580857
N_Cluster_1561,2D PEAK CLUSTER,2,1,380.168815987,379.161539520,5.14398383068
N_Cluster_1562,2D PEAK CLUSTER,2,1,380.168777008,379.161500541,5.45217173609
N_Cluster_1563,2D PEAK CLUSTER,2,1,380.173693584,379.166417117,5.57940621956
N_Cluster_1564,2D PEAK CLUSTER,2,1,380.204737502,379.197461035,6.68049091818
N_Cluster_1565,2D PEAK CLUSTER,2,1,380.217972196,379.210695730,7.59263859286
N_Cluster_1566,2D PEAK CLUSTER,2,1,380.218318269,379.211041802,8.20420791695
N_Cluster_1567,2D PEAK CLUSTER,2,1,380.217985734,379.210709267,8.57873025543
N_Cluster_1568,2D PEAK CLUSTER,2,1,380.218040420,379.210763953,8.69767733485
N_Cluster_1569,2D PEAK CLUSTER,2,1,380.218032082,379.210755615,9.68847068926
N_Cluster_1570,2D PEAK CLUSTER,2,1,381.163843710,380.156567243,1.88329697348
N_Cluster_1571,2D PEAK CLUSTER,3,1,382.051900505,381.044624038,4.27943402511
N_Cluster_1572,2D PEAK CLUSTER,2,1,382.042899916,381.035623449,2.52207790347
N_Cluster_1573,2D PEAK CLUSTER,2,1,382.105727743,381.098451276,1.25814413566
N_Cluster_1574,2D PEAK CLUSTER,2,1,382.148303900,381.141027433,4.41981379273
N_Cluster_1575,2D PEAK CLUSTER,2,1,382.153356411,381.146079945,6.85007495642
N_Cluster_1576,2D PEAK CLUSTER,2,1,382.184188917,381.176912450,5.12433522428
N_Cluster_1577,2D PEAK CLUSTER,2,1,382.184269333,381.176992866,5.29253222012
N_Cluster_1578,2D PEAK CLUSTER,2,1,382.166297740,381.159021273,5.46352884594
N_Cluster_1579,2D PEAK CLUSTER,2,1,382.181804467,381.174528000,12.0669271925
N_Cluster_1580,2D PEAK CLUSTER,2,1,382.184097734,381.176821267,4.12894429348
N_Cluster_1581,2D PEAK CLUSTER,2,1,382.213115636,381.205839169,10.7937079916
N_Cluster_1582,2D PEAK CLUSTER,2,1,382.220819268,381.213542801,5.03398735539
N_Cluster_1583,2D PEAK CLUSTER,2,1,382.220794731,381.213518264,5.24870338808
N_Cluster_1584,2D PEAK CLUSTER,2,1,382.234550809,381.227274342,8.29125443853
N_Cluster_1585,2D PEAK CLUSTER,2,1,382.234077828,381.226801361,8.58867694882
N_Cluster_1586,2D PEAK CLUSTER,2,1,382.271941366,381.264664899,9.91757179162
N_Cluster_1587,2D PEAK CLUSTER,2,1,382.272002639,381.264726172,10.0715817907
N_Cluster_1588,2D PEAK CLUSTER,2,1,382.345325211,381.338048744,13.4399430406
N_Cluster_1589,2D PEAK CLUSTER,2,1,382.345068487,381.337792020,14.0020385317
N_Cluster_1590,2D PEAK CLUSTER,2,1,383.215815807,382.208539340,2.42197095446
N_Cluster_1591,2D PEAK CLUSTER,2,1,384.084927602,383.077651136,7.57796104207
N_Cluster_1592,2D PEAK CLUSTER,2,1,384.106583020,383.099306554,3.20041268872
N_Cluster_1593,2D PEAK CLUSTER,2,1,384.126909515,383.119633048,1.32580330944
N_Cluster_1594,2D PEAK CLUSTER,3,1,384.121058061,383.113781595,6.61914253033
N_Cluster_1595,2D PEAK CLUSTER,2,1,384.121133340,383.113856874,6.75098121407
N_Cluster_1596,2D PEAK CLUSTER,2,1,384.127799826,383.120523359,2.00939598800
N_Cluster_1597,2D PEAK CLUSTER,2,1,384.191287235,383.184010768,7.11584609216
N_Cluster_1598,2D PEAK CLUSTER,2,1,384.197398240,383.190121774,12.7962237951
N_Cluster_1599,2D PEAK CLUSTER,2,1,384.237879453,383.230602986,4.26553878172
N_Cluster_1600,2D PEAK CLUSTER,2,1,384.249387818,383.242111351,9.09325719593
N_Cluster_1601,2D PEAK CLUSTER,2,1,384.361068220,383.353791754,14.2104499313
N_Cluster_1602,2D PEAK CLUSTER,2,1,386.057918815,385.050642349,7.15519066134
N_Cluster_1603,2D PEAK CLUSTER,2,1,386.085047360,385.077770893,3.63880705444
N_Cluster_1604,2D PEAK CLUSTER,3,1,386.085300170,385.078023703,3.73983612209
N_Cluster_1605,2D PEAK CLUSTER,3,1,386.121786231,385.114509764,4.63461352130
N_Cluster_1606,2D PEAK CLUSTER,2,1,386.122093596,385.114817129,4.00776744229
N_Cluster_1607,2D PEAK CLUSTER,2,1,386.121829618,385.114553151,4.31098731651
N_Cluster_1608,2D PEAK CLUSTER,2,1,386.121706929,385.114430462,5.37606201451
N_Cluster_1609,2D PEAK CLUSTER,2,1,386.158265345,385.150988878,5.67186271104
N_Cluster_1610,2D PEAK CLUSTER,2,1,386.161923284,385.154646817,6.36519030441
N_Cluster_1611,2D PEAK CLUSTER,2,1,387.946774848,386.939498381,1.07219437123
N_Cluster_1612,2D PEAK CLUSTER,2,1,388.077576627,387.070300161,4.71866622266
N_Cluster_1613,2D PEAK CLUSTER,2,1,388.105099931,387.097823464,1.43180426542
N_Cluster_1614,2D PEAK CLUSTER,2,1,388.104364362,387.097087895,4.84483216724
N_Cluster_1615,2D PEAK CLUSTER,2,1,388.127438840,387.120162373,5.06489222948
N_Cluster_1616,2D PEAK CLUSTER,2,1,388.121937149,387.114660683,1.32442553084
N_Cluster_1617,2D PEAK CLUSTER,4,1,388.137184861,387.129908394,4.45296304911
N_Cluster_1618,2D PEAK CLUSTER,2,1,388.133994427,387.126717960,1.32424190157
N_Cluster_1619,2D PEAK CLUSTER,2,1,388.163883261,387.156606794,5.60421855754
N_Cluster_1620,2D PEAK CLUSTER,2,1,388.173818828,387.166542361,3.86425357759
N_Cluster_1621,2D PEAK CLUSTER,2,1,388.173957899,387.166681433,3.96879124667
N_Cluster_1622,2D PEAK CLUSTER,2,1,388.189221984,387.181945518,9.81765376955
N_Cluster_1623,2D PEAK CLUSTER,2,1,388.210089993,387.202813527,4.56105229532
N_Cluster_1624,2D PEAK CLUSTER,2,1,388.210302522,387.203026055,6.31365944175
N_Cluster_1625,2D PEAK CLUSTER,3,1,388.298265274,387.290988808,13.0713479769
N_Cluster_1626,2D PEAK CLUSTER,2,1,389.096658611,388.089382144,3.07869469594
N_Cluster_1627,2D PEAK CLUSTER,2,1,389.257260658,388.249984191,9.94966656932
N_Cluster_1628,2D PEAK CLUSTER,2,1,390.080138932,389.072862465,3.09516378811
N_Cluster_1629,2D PEAK CLUSTER,2,1,390.137264058,389.129987592,1.26140508138
N_Cluster_1630,2D PEAK CLUSTER,2,1,390.131876024,389.124599557,4.73550676350
N_Cluster_1631,2D PEAK CLUSTER,2,1,390.152052920,389.144776453,3.65982930111
N_Cluster_1632,2D PEAK CLUSTER,2,1,390.189809069,389.182532602,4.76927952117
N_Cluster_1633,2D PEAK CLUSTER,2,1,390.204718785,389.197442318,8.29892688159
N_Cluster_1634,2D PEAK CLUSTER,2,1,390.205047162,389.197770695,8.72782973275
N_Cluster_1635,2D PEAK CLUSTER,2,1,390.204601588,389.197325121,8.89848536257
N_Cluster_1636,2D PEAK CLUSTER,2,1,390.204727891,389.197451424,9.47580536342
N_Cluster_1637,2D PEAK CLUSTER,2,1,390.204854381,389.197577914,9.58535857997
N_Cluster_1638,2D PEAK CLUSTER,3,1,390.204662951,389.197386484,9.84191570299
N_Cluster_1639,2D PEAK CLUSTER,2,1,390.262442968,389.255166501,8.57953050597
N_Cluster_1640,2D PEAK CLUSTER,2,1,390.894520768,389.887244301,1.07262820842
N_Cluster_1641,2D PEAK CLUSTER,2,1,391.023576485,390.016300018,3.52170696921
N_Cluster_1642,2D PEAK CLUSTER,2,1,391.141660099,390.134383632,3.33974660719
N_Cluster_1643,2D PEAK CLUSTER,2,1,391.943927789,390.936651322,1.07190295931
N_Cluster_1644,2D PEAK CLUSTER,2,1,391.935157514,390.927881047,1.22373114690
N_Cluster_1645,2D PEAK CLUSTER,2,1,392.077860428,391.070583961,2.67600221293
N_Cluster_1646,2D PEAK CLUSTER,2,1,392.129658326,391.122381859,3.68327946331
N_Cluster_1647,2D PEAK CLUSTER,2,1,392.168755709,391.161479242,5.62559906719
N_Cluster_1648,2D PEAK CLUSTER,2,1,392.181847916,391.174571449,7.51133413624
N_Cluster_1649,2D PEAK CLUSTER,2,1,392.182320345,391.175043878,6.84831029147
N_Cluster_1650,2D PEAK CLUSTER,2,1,392.204975335,391.197698868,3.95193064212
N_Cluster_1651,2D PEAK CLUSTER,2,1,392.205225407,391.197948940,5.73078143659
N_Cluster_1652,2D PEAK CLUSTER,2,1,392.205184997,391.197908531,6.36305259782
N_Cluster_1653,2D PEAK CLUSTER,2,1,392.220455892,391.213179425,8.84672766104
N_Cluster_1654,2D PEAK CLUSTER,2,1,392.220445407,391.213168940,9.02511626455
N_Cluster_1655,2D PEAK CLUSTER,2,1,392.241589846,391.234313379,5.78707018219
N_Cluster_1656,2D PEAK CLUSTER,2,1,392.278207935,391.270931468,8.90369603153
N_Cluster_1657,2D PEAK CLUSTER,2,1,392.278117909,391.270841442,9.69723344662
N_Cluster_1658,2D PEAK CLUSTER,2,1,393.048984133,392.041707667,2.49775466695
N_Cluster_1659,2D PEAK CLUSTER,2,1,393.136734306,392.129457840,8.68483195133
N_Cluster_1660,2D PEAK CLUSTER,2,1,393.898202012,392.890925546,1.07401903750
N_Cluster_1661,2D PEAK CLUSTER,2,1,394.057757473,393.050481006,3.90579810600
N_Cluster_1662,2D PEAK CLUSTER,2,1,394.108473323,393.101196857,7.93833486899
N_Cluster_1663,2D PEAK CLUSTER,2,1,394.128142110,393.120865643,3.68016080870
N_Cluster_1664,2D PEAK CLUSTER,2,1,394.144830331,393.137553864,9.24931401748
N_Cluster_1665,2D PEAK CLUSTER,2,1,394.147372939,393.140096472,5.22919829013
N_Cluster_1666,2D PEAK CLUSTER,2,1,394.178997278,393.171720811,10.7501383701
N_Cluster_1667,2D PEAK CLUSTER,2,1,394.184434521,393.177158054,5.00748728594
N_Cluster_1668,2D PEAK CLUSTER,2,1,394.183916378,393.176639911,5.92806140532
N_Cluster_1669,2D PEAK CLUSTER,2,1,394.198152013,393.190875546,6.23042513839
N_Cluster_1670,2D PEAK CLUSTER,2,1,394.197210181,393.189933714,7.04572005649
N_Cluster_1671,2D PEAK CLUSTER,2,1,394.220818626,393.213542159,5.84675935354
N_Cluster_1672,2D PEAK CLUSTER,2,1,395.267892555,394.260616088,5.24357152048
N_Cluster_1673,2D PEAK CLUSTER,2,1,395.267835035,394.260558568,5.43764357798
N_Cluster_1674,2D PEAK CLUSTER,2,1,395.267857852,394.260581385,5.70235492100
N_Cluster_1675,2D PEAK CLUSTER,3,1,395.303976939,394.296700472,9.09542534622
N_Cluster_1676,2D PEAK CLUSTER,2,1,396.163556894,395.156280427,4.39180358227
N_Cluster_1677,2D PEAK CLUSTER,2,1,396.199589348,395.192312882,3.55334007929
N_Cluster_1678,2D PEAK CLUSTER,2,1,396.199478635,395.192202168,3.86102003454
N_Cluster_1679,2D PEAK CLUSTER,2,1,396.199804500,395.192528033,4.70198291184
N_Cluster_1680,2D PEAK CLUSTER,2,1,396.212482677,395.205206210,6.48171833029
N_Cluster_1681,2D PEAK CLUSTER,2,1,396.212784521,395.205508055,7.26128075341
N_Cluster_1682,2D PEAK CLUSTER,2,1,396.212749941,395.205473474,8.80997439831
N_Cluster_1683,2D PEAK CLUSTER,2,1,396.361140190,395.353863723,13.7451241047
N_Cluster_1684,2D PEAK CLUSTER,2,1,397.131597472,396.124321005,4.47942227211
N_Cluster_1685,2D PEAK CLUSTER,2,1,397.159771906,396.152495439,3.37574931889
N_Cluster_1686,2D PEAK CLUSTER,2,1,397.895247589,396.887971122,1.14313026848
N_Cluster_1687,2D PEAK CLUSTER,3,1,398.046109088,397.038832622,3.11554716991
N_Cluster_1688,2D PEAK CLUSTER,2,1,398.044235868,397.036959401,2.05584235702
N_Cluster_1689,2D PEAK CLUSTER,3,1,398.061281317,397.054004850,6.55014966944
N_Cluster_1690,2D PEAK CLUSTER,2,1,398.158012696,397.150736229,5.85078351016
N_Cluster_1691,2D PEAK CLUSTER,2,1,398.158101184,397.150824717,5.99149524582
N_Cluster_1692,2D PEAK CLUSTER,2,1,398.178548302,397.171271835,2.51808187255
N_Cluster_1693,2D PEAK CLUSTER,2,1,398.192300309,397.185023842,5.34621779294
N_Cluster_1694,2D PEAK CLUSTER,3,1,398.228563810,397.221287344,6.80829984442
N_Cluster_1695,2D PEAK CLUSTER,2,1,398.233819721,397.226543254,10.9604311956
N_Cluster_1696,2D PEAK CLUSTER,2,1,398.267387530,397.260111063,10.4492155148
N_Cluster_1697,2D PEAK CLUSTER,2,1,398.267398392,397.260121925,10.5833697374
N_Cluster_1698,2D PEAK CLUSTER,2,1,398.267049463,397.259772997,10.7456186790
N_Cluster_1699,2D PEAK CLUSTER,2,1,398.266977637,397.259701170,10.8915093202
N_Cluster_1700,2D PEAK CLUSTER,3,1,399.117106405,398.109829939,5.02015593240
N_Cluster_1701,2D PEAK CLUSTER,2,1,400.053699326,399.046422860,1.50329187655
N_Cluster_1702,2D PEAK CLUSTER,2,1,400.100817982,399.093541515,4.02204459555
N_Cluster_1703,2D PEAK CLUSTER,2,1,400.101040058,399.093763591,4.11667665340
N_Cluster_1704,2D PEAK CLUSTER,2,1,400.137132047,399.129855580,4.64238451595
N_Cluster_1705,2D PEAK CLUSTER,2,1,400.116153661,399.108877194,6.16653911349
N_Cluster_1706,2D PEAK CLUSTER,2,1,400.137245116,399.129968649,6.32483172652
N_Cluster_1707,2D PEAK CLUSTER,3,1,400.137217690,399.129941223,5.59536994781
N_Cluster_1708,2D PEAK CLUSTER,2,1,400.137077827,399.129801360,2.87395628735
N_Cluster_1709,2D PEAK CLUSTER,3,1,400.149622374,399.142345907,7.23211821087
N_Cluster_1710,2D PEAK CLUSTER,2,1,400.177257921,399.169981455,6.85979864156
N_Cluster_1711,2D PEAK CLUSTER,2,1,400.173948228,399.166671761,4.80242639482
N_Cluster_1712,2D PEAK CLUSTER,2,1,400.245012475,399.237736008,7.67508584987
N_Cluster_1713,2D PEAK CLUSTER,2,1,400.283110760,399.275834294,11.0240585604
